"filename", "language", "YAML", "Groovy", "Markdown", "Dart", "Properties", "JSON", "XML", "C++", "Swift", "HTML", "comment", "blank", "total"
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/post/new_post_page.dart", "Dart", 0, 0, 0, 571, 0, 0, 0, 0, 0, 0, 11, 33, 615
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/post/special_post.dart", "Dart", 0, 0, 0, 1015, 0, 0, 0, 0, 0, 0, 13, 45, 1073
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/post/user_input.dart", "Dart", 0, 0, 0, 529, 0, 0, 0, 0, 0, 0, 18, 32, 579
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/profile/edit_profile.dart", "Dart", 0, 0, 0, 395, 0, 0, 0, 0, 0, 0, 19, 28, 442
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/profile/profile_screen.dart", "Dart", 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 5, 16, 308
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/profile/search_profile_screen.dart", "Dart", 0, 0, 0, 245, 0, 0, 0, 0, 0, 0, 4, 13, 262
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/profile/search_user.dart", "Dart", 0, 0, 0, 182, 0, 0, 0, 0, 0, 0, 2, 6, 190
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/profile/update_profile.dart", "Dart", 0, 0, 0, 345, 0, 0, 0, 0, 0, 0, 21, 28, 394
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/resources/book/book_model.dart", "Dart", 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 1, 5, 115
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/resources/book/book_resources.dart", "Dart", 0, 0, 0, 219, 0, 0, 0, 0, 0, 0, 22, 12, 253
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/resources/book/book_viewer.dart", "Dart", 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 12, 12, 120
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/resources/resources_tab_screen.dart", "Dart", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 2, 8, 56
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/resources/video_resources.dart", "Dart", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 5, 9, 48
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/screens/resources/youtube_playlists.dart", "Dart", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 3, 20
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/tabs_screen.dart", "Dart", 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 18, 8, 102
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/testfire.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 5, 62
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/theme.dart", "Dart", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 1, 2, 30
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/widgets/fullscreen_image.dart", "Dart", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 2, 4, 47
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/widgets/menu_buttons.dart", "Dart", 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 3, 8, 149
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/widgets/picture_name_share.dart", "Dart", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 1, 6, 69
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/widgets/post_widget.dart", "Dart", 0, 0, 0, 527, 0, 0, 0, 0, 0, 0, 10, 23, 560
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/widgets/read_moredata.dart", "Dart", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 5, 15
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/widgets/recent_about.dart", "Dart", 0, 0, 0, 442, 0, 0, 0, 0, 0, 0, 9, 19, 470
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/lib/widgets/search_recent.dart", "Dart", 0, 0, 0, 275, 0, 0, 0, 0, 0, 0, 7, 16, 298
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/pubspec.yaml", "YAML", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 9, 123
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/test/widget_test.dart", "Dart", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 10, 7, 31
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/web/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 17, 6, 102
"/Users/ipriyam26/FlutterProjects/deep_pocket_1/web/manifest.json", "JSON", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 1, 36
"Total", "-", 69, 90, 13, 23039, 8, 99920, 143, 1, 12, 79, 839, 1265, 125478
